judul,review,rating
Menantang tapi sangat menyenangkan,"Sangat menantang mendaki, 45 derajat mendaki curam di 90% dari waktu, ada bagian di mana anda harus mendaki melalui pasir hanya, jadi pastikan anda mengenakan sepatu berjalan baik. Juga, itu sangat dingin di hotel, jadi bersiaplah! Semua dalam semua benar-benar keras, tapi benar-benar layak dikunjungi! Pemandangan dari atas adalah irama dan mendaki turun melalui pemandangan indah dengan perasaan prestasi dan kepuasan adalah sekali dalam seumur hidup.",5
Menantang tapi sangat menyenangkan,"Sangat menantang mendaki, 45 derajat mendaki curam di 90% dari waktu, ada bagian di mana anda harus mendaki melalui pasir hanya, jadi pastikan anda mengenakan sepatu berjalan baik. Juga, itu sangat dingin di hotel, jadi bersiaplah! Semua dalam semua benar-benar keras, tapi benar-benar layak dikunjungi! Pemandangan dari atas adalah irama dan mendaki turun melalui pemandangan indah dengan perasaan prestasi dan kepuasan adalah sekali dalam seumur hidup.",5
Yang nyaman berjalan kaki,"Untuk mendaki merapi dengan sekelompok teman. Panduan yang kami kelola untuk terlibat dengan kami ramah dan berkembang pesat. Meskipun dia tidak berbicara banyak bahasa inggris. Dia selalu melihat keluar untuk kami.Meskipun jalan sangat sibuk dan kami berakhir dengan nyeri tungkai, pemandangan dari atas sangat menakjubkan, berharap kami bisa berkemah di puncak untuk malam karena cuaca sangat dingin.Akan merekomendasikan hotel ini untuk pertama kalinya pendaki gunung! ",4
Yang nyaman berjalan kaki,"Untuk mendaki merapi dengan sekelompok teman. Panduan yang kami kelola untuk terlibat dengan kami ramah dan berkembang pesat. Meskipun dia tidak berbicara banyak bahasa inggris. Dia selalu melihat keluar untuk kami.Meskipun jalan sangat sibuk dan kami berakhir dengan nyeri tungkai, pemandangan dari atas sangat menakjubkan, berharap kami bisa berkemah di puncak untuk malam karena cuaca sangat dingin.Akan merekomendasikan hotel ini untuk pertama kalinya pendaki gunung! ",4
cuaca yang buruk berarti tidak ada pemandangan,"Kami sangat beruntung karena cuaca tidak membiarkan kami melihat gunung berapi. Kecuali jika anda mengambil sebuah jip (mulai dari 3 500 000 IDR) ke atas. Saya tidak berpikir itu layak perjalanan ke sana. Tidak ada banyak untuk melihat. Wisata museum yang beriklan yang tidak bagus, dan di atas ada yang spesial saat belanda. Pergi ke sana untuk pemandangan yang baik dan hari yang cerah",2
cuaca yang buruk berarti tidak ada pemandangan,"Kami sangat beruntung karena cuaca tidak membiarkan kami melihat gunung berapi. Kecuali jika anda mengambil sebuah jip (mulai dari 3 500 000 IDR) ke atas. Saya tidak berpikir itu layak perjalanan ke sana. Tidak ada banyak untuk melihat. Wisata museum yang beriklan yang tidak bagus, dan di atas ada yang spesial saat belanda. Pergi ke sana untuk pemandangan yang baik dan hari yang cerah",2
Luar biasa! Di bagian atas daftar saya!,"Ketika anda berkunjung ke jogja, gunung yang terkenal ini di daftar anda harus...Ini memberikan anda sebuah lanskap, menunjukkan anda di hidden charm, menunjukkan anda bagaimana kuat itu saat meletus, & tentu saja jika anda mengharapkan yang gila dan saya menjamin anda yang explorer, anda merasa maaf jika anda melewatkannya! ",5
Luar biasa! Di bagian atas daftar saya!,"Ketika anda berkunjung ke jogja, gunung yang terkenal ini di daftar anda harus...Ini memberikan anda sebuah lanskap, menunjukkan anda di hidden charm, menunjukkan anda bagaimana kuat itu saat meletus, & tentu saja jika anda mengharapkan yang gila dan saya menjamin anda yang explorer, anda merasa maaf jika anda melewatkannya! ",5
Mencoba mendaki. Akan mencoba lagi,"Saya telah membaca ulasan tentang mendaki puncak gunung merapi & mencobanya. Panduan kami memilih titik awal pendakian untuk berbatasan 1,5 km lebih rendah dari silo yang baru. Beberapa menit berjalan ke dan saya tahu bahwa ini akan menjadi tantangan. Dengan rutinitas reguler saya [saya tidak baik kebugaran] itu sulit mendaki karena pendakian sekitar 45 derajat dari awal. Aku tidak bisa menyelesaikan saya mendaki sampai atas, tapi pemandangan matahari terbit dari tengah masih sama keindahan... Jika anda memiliki stamina dan fisik, mungkin anda dapat mendaki sepanjang jalan. Jika anda wisatawan yang biasa, pemandangan luar biasa dari titik tengah dengan ketinggian! ",4
Mencoba mendaki. Akan mencoba lagi,"Saya telah membaca ulasan tentang mendaki puncak gunung merapi & mencobanya. Panduan kami memilih titik awal pendakian untuk berbatasan 1,5 km lebih rendah dari silo yang baru. Beberapa menit berjalan ke dan saya tahu bahwa ini akan menjadi tantangan. Dengan rutinitas reguler saya [saya tidak baik kebugaran] itu sulit mendaki karena pendakian sekitar 45 derajat dari awal. Aku tidak bisa menyelesaikan saya mendaki sampai atas, tapi pemandangan matahari terbit dari tengah masih sama keindahan... Jika anda memiliki stamina dan fisik, mungkin anda dapat mendaki sepanjang jalan. Jika anda wisatawan yang biasa, pemandangan luar biasa dari titik tengah dengan ketinggian! ",4
Bagian yang terbaik adalah pergi ke jogja,Apa sebuah melegakan dari keramaian dan hiruk pikuk jogja. Orang-orang yang tinggal di dekat gunung berapi sangat ramah dan terbuka dan cinta tanah mereka... pastikan dan berinteraksi dan mempelajari tentang ketekunan mereka,5
Bagian yang terbaik adalah pergi ke jogja,Apa sebuah melegakan dari keramaian dan hiruk pikuk jogja. Orang-orang yang tinggal di dekat gunung berapi sangat ramah dan terbuka dan cinta tanah mereka... pastikan dan berinteraksi dan mempelajari tentang ketekunan mereka,5
Jeep Tour,Kami mengambil tur singkat dari merapi dan ini sangat tidak menarik. Merapi adalah mengesankan tetapi kebanyakan cukup jauh bahwa ada tidak ada untuk melihat. Saya akan merekomendasikan bahwa anda mengambil tur panjang atau tidak ada sama sekali.,3
Jeep Tour,Kami mengambil tur singkat dari merapi dan ini sangat tidak menarik. Merapi adalah mengesankan tetapi kebanyakan cukup jauh bahwa ada tidak ada untuk melihat. Saya akan merekomendasikan bahwa anda mengambil tur panjang atau tidak ada sama sekali.,3
kenangan yang baik tidak bisa diganti dengan uang,"lagi... baru saja mengunjungi tempat ini untuk 2nd waktu dengan teman-teman saya percayalah ini adalah layak. Aku mengambil perjalanan matahari terbit yang anda akan pergi ke 4 tempat seperti batu alien, museum, bunker, dll.Di atas, anda akan melihat gunung merapi dari 4 km dan menikmati cuaca yang dingin sampai matahari terbit.Hal yang tak terlupakan anda melewati perjalanan oleh jeep yang akan membuat tubuh anda bergetar semua waktu dan mencoba untuk berdiri di mobil di tempat itu.kami menghabiskan kami tertawa dari awal sampai akhir perjalanan.anda akan mendapatkan asuransi perjalanan ini dan supir yang profesional.anda perlu untuk memesan sebelum anda pergi ke sana.untuk harga itu adalah IDR500.000 untuk menyewa jip.",5
kenangan yang baik tidak bisa diganti dengan uang,"lagi... baru saja mengunjungi tempat ini untuk 2nd waktu dengan teman-teman saya percayalah ini adalah layak. Aku mengambil perjalanan matahari terbit yang anda akan pergi ke 4 tempat seperti batu alien, museum, bunker, dll.Di atas, anda akan melihat gunung merapi dari 4 km dan menikmati cuaca yang dingin sampai matahari terbit.Hal yang tak terlupakan anda melewati perjalanan oleh jeep yang akan membuat tubuh anda bergetar semua waktu dan mencoba untuk berdiri di mobil di tempat itu.kami menghabiskan kami tertawa dari awal sampai akhir perjalanan.anda akan mendapatkan asuransi perjalanan ini dan supir yang profesional.anda perlu untuk memesan sebelum anda pergi ke sana.untuk harga itu adalah IDR500.000 untuk menyewa jip.",5
Merapi Merapi,Pengalaman yang baik untuk berada di sini. Tempat yang mengagumkan untuk dikunjungi. Berada di sana untuk pertama kalinya membuat saya merasa bahwa saya harus menghargai apa yang saya miliki sekarang. Amin,5
Merapi Merapi,Pengalaman yang baik untuk berada di sini. Tempat yang mengagumkan untuk dikunjungi. Berada di sana untuk pertama kalinya membuat saya merasa bahwa saya harus menghargai apa yang saya miliki sekarang. Amin,5
Selalu aktif,Jika anda datang ke yogyakarta jangan merusak tempat ini. Salah satu gunung berapi paling aktif di dunia. Merapi - gunung berapi yang tidak pernah tidur. Anda dapat meminta untuk panduan anda membawa anda dekat dengan benar. Di sana anda dapat merasakan kekuatan alam,5
Selalu aktif,Jika anda datang ke yogyakarta jangan merusak tempat ini. Salah satu gunung berapi paling aktif di dunia. Merapi - gunung berapi yang tidak pernah tidur. Anda dapat meminta untuk panduan anda membawa anda dekat dengan benar. Di sana anda dapat merasakan kekuatan alam,5
Luar Biasa!,"Saya orang indonesia, dan tidak pernah merasa bosan dengan wisata gunung merapi. Ini adalah salah satu gunung berapi aktif di indonesia dan benar-benar layak untuk dikunjungi.Anda akan menikmati naik jeep, dan takjub dengan pemandangan yang indah sepanjang jalan ke gunung. Bagi yang suka fotografi, anda akan menemukan banyak tempat yang bagus untuk foto. Waktu terbaik untuk mengunjungi gunung adalah saat matahari terbit, jadi hubungi staf hotel dan mereka akan membantu anda untuk memesan tur.",5
Luar Biasa!,"Saya orang indonesia, dan tidak pernah merasa bosan dengan wisata gunung merapi. Ini adalah salah satu gunung berapi aktif di indonesia dan benar-benar layak untuk dikunjungi.Anda akan menikmati naik jeep, dan takjub dengan pemandangan yang indah sepanjang jalan ke gunung. Bagi yang suka fotografi, anda akan menemukan banyak tempat yang bagus untuk foto. Waktu terbaik untuk mengunjungi gunung adalah saat matahari terbit, jadi hubungi staf hotel dan mereka akan membantu anda untuk memesan tur.",5
Pemandangan yang indah,Itu luar biasa untuk melihat gunung berapi yang paling aktif di indonesia. Pemandangan yang luar biasa. Kami memiliki lezat teh melati dan hanya menikmati taman yang menghadap ke bantalan. Kami membeli teh dari seorang wanita tua kecil di pintu masuk. Saya merekomendasikan kunjungan ini.,5
Pemandangan yang indah,Itu luar biasa untuk melihat gunung berapi yang paling aktif di indonesia. Pemandangan yang luar biasa. Kami memiliki lezat teh melati dan hanya menikmati taman yang menghadap ke bantalan. Kami membeli teh dari seorang wanita tua kecil di pintu masuk. Saya merekomendasikan kunjungan ini.,5
"Menyenangkan naik jeep, tapi tidak banyak untuk melihat","Kami melakukan perjalanan dengan jeep di kaki gunung berapi, yang cukup menyenangkan! Ini sangat mengesankan untuk melihat bekas letusan terakhir. Reruntuhan rumah, tulang binatang, benda rumah tangga setengah meleleh. Anda juga dapat mengambil gambar yang bagus di jalur lahar. Selain itu, tidak ada yang mengesankan.",3
"Menyenangkan naik jeep, tapi tidak banyak untuk melihat","Kami melakukan perjalanan dengan jeep di kaki gunung berapi, yang cukup menyenangkan! Ini sangat mengesankan untuk melihat bekas letusan terakhir. Reruntuhan rumah, tulang binatang, benda rumah tangga setengah meleleh. Anda juga dapat mengambil gambar yang bagus di jalur lahar. Selain itu, tidak ada yang mengesankan.",3
Tidak banyak yang bisa dilihat karena cuaca.,"Saat itu hujan dan berkabut ketika kami sampai di sana. Tidak banyak untuk melihat, tapi aku yakin itu indah ketika hari yang cerah. Jeep perjalanan yang agak menakutkan dan menyenangkan! Erupsi merapi dan museum adalah hanya apa yang tersisa dari letusan dan beberapa foto, tapi itu adalah luar biasa, membawa semua sejarah dan empati dalam apa yang telah terjadi. Saya berharap untuk kembali di cerah hari yang cerah dan menikmati pemandangan hijau! ",4
Tidak banyak yang bisa dilihat karena cuaca.,"Saat itu hujan dan berkabut ketika kami sampai di sana. Tidak banyak untuk melihat, tapi aku yakin itu indah ketika hari yang cerah. Jeep perjalanan yang agak menakutkan dan menyenangkan! Erupsi merapi dan museum adalah hanya apa yang tersisa dari letusan dan beberapa foto, tapi itu adalah luar biasa, membawa semua sejarah dan empati dalam apa yang telah terjadi. Saya berharap untuk kembali di cerah hari yang cerah dan menikmati pemandangan hijau! ",4
Hari berawan,"Berawan hari itu, sehingga aku tidak bisa melihat hotel, hanya mengambil jeep, dan berharap aku bisa pergi ke waktu berikutnya.",4
Hari berawan,"Berawan hari itu, sehingga aku tidak bisa melihat hotel, hanya mengambil jeep, dan berharap aku bisa pergi ke waktu berikutnya.",4
Layak dikunjungi!,"Anda harus mengambil sebuah jip untuk pergi ke gunung dan ada reruntuhan rumah, sepeda motor, dan barang kecil lainnya untuk tampilan. ",4
Layak dikunjungi!,"Anda harus mengambil sebuah jip untuk pergi ke gunung dan ada reruntuhan rumah, sepeda motor, dan barang kecil lainnya untuk tampilan. ",4
Petualangan gunung berapi,Perjalanan ke gunung merapi adalah pengalaman yang sama sekali berbeda. Yang harus dilakukan jika anda berada di yogyakarta. Perjalanan di pagi hari sehingga tidak terlalu panas. Membawa topi sepanjang. Anda akan takjub oleh seluruh petualangan.,5
Petualangan gunung berapi,Perjalanan ke gunung merapi adalah pengalaman yang sama sekali berbeda. Yang harus dilakukan jika anda berada di yogyakarta. Perjalanan di pagi hari sehingga tidak terlalu panas. Membawa topi sepanjang. Anda akan takjub oleh seluruh petualangan.,5
Great trekking,Kami memesan tur di hostel kami. Itu sulit tapi benar-benar layak. Kami memiliki pemandangan yang indah di atas dari gunung merapi.,5
Great trekking,Kami memesan tur di hostel kami. Itu sulit tapi benar-benar layak. Kami memiliki pemandangan yang indah di atas dari gunung merapi.,5
Pemandangan yang luar biasa,Benar-benar menakjubkan. Pemandangan yang luar biasa. Cuaca yang luar biasa. Itu sangat tenang. Akan pasti kembali di sini! Membawa keluarga saya waktu berikutnya. Mereka pasti suka!,5
Pemandangan yang luar biasa,Benar-benar menakjubkan. Pemandangan yang luar biasa. Cuaca yang luar biasa. Itu sangat tenang. Akan pasti kembali di sini! Membawa keluarga saya waktu berikutnya. Mereka pasti suka!,5
Menikmati perjalanan!,"Ini adalah pengalaman yang luar biasa untuk naik jeep 4wd, naik gunung merapi. Mereka akan membawa anda ke museum merapi karena pemandu menjelaskan anda tentang sejarah letusan merapi. Harus coba!",4
Menikmati perjalanan!,"Ini adalah pengalaman yang luar biasa untuk naik jeep 4wd, naik gunung merapi. Mereka akan membawa anda ke museum merapi karena pemandu menjelaskan anda tentang sejarah letusan merapi. Harus coba!",4
Pemandangan luar biasa,"Saya tidak naik ke atas gunung, tapi saya merasa tenang karena di sini. Udara yang segar, pepohonan hijau, dan semuanya akan membantu anda mengurangi stres atau sesuatu seperti itu. Ini adalah tempat yang bagus untuk melarikan diri dari rutinitas sehari-hari. Anda hari libur yang menawan!",5
Pemandangan luar biasa,"Saya tidak naik ke atas gunung, tapi saya merasa tenang karena di sini. Udara yang segar, pepohonan hijau, dan semuanya akan membantu anda mengurangi stres atau sesuatu seperti itu. Ini adalah tempat yang bagus untuk melarikan diri dari rutinitas sehari-hari. Anda hari libur yang menawan!",5
Aku ingin menjadi di atas ^ ^,Pengalaman yang luar biasa! Keajaiban tempat! Harus selesai dan akan di atas untuk merasa kuat :) Lakukan ini beberapa kali dan saya akan melakukan ini lagi!,5
Aku ingin menjadi di atas ^ ^,Pengalaman yang luar biasa! Keajaiban tempat! Harus selesai dan akan di atas untuk merasa kuat :) Lakukan ini beberapa kali dan saya akan melakukan ini lagi!,5
Gunung Merapi,"Pemandangan yang bagus dari gunung merapi bisa dilihat dari kafe. Pemandangan yang sangat menakjubkan, terutama saat matahari terbenam.",4
Gunung Merapi,"Pemandangan yang bagus dari gunung merapi bisa dilihat dari kafe. Pemandangan yang sangat menakjubkan, terutama saat matahari terbenam.",4
"Perjalanan menyenangkan, tapi tidak banyak pemandangan ","Kami mengunjungi merapi sebagai bagian dari hari tur daerah dan kuil. Anda harus naik di jalan tanah bergelombang di land cruiser, yang sangat menyenangkan. Itu menarik untuk mendengar dari pemandu mengenai letusan terakhir dan melihat museum kecil. Sayangnya hari itu agak mendung sehingga kami tidak mendapatkan banyak pemandangan gunung berapi. Kami diberitahu bahwa itu lebih baik di pagi hari. ",3
"Perjalanan menyenangkan, tapi tidak banyak pemandangan ","Kami mengunjungi merapi sebagai bagian dari hari tur daerah dan kuil. Anda harus naik di jalan tanah bergelombang di land cruiser, yang sangat menyenangkan. Itu menarik untuk mendengar dari pemandu mengenai letusan terakhir dan melihat museum kecil. Sayangnya hari itu agak mendung sehingga kami tidak mendapatkan banyak pemandangan gunung berapi. Kami diberitahu bahwa itu lebih baik di pagi hari. ",3
Setelah letusan berorientasi objek wisata,"Saya mengunjungi sekitar 6 bulan setelah letusan. Penduduk setempat mengkoordinasikan sepeda menyewa jika anda ingin untuk melihat beberapa desa yang rusak dari letusan sekitar 1 km dari tempat parkir, tapi itu semua. Anda tidak bisa pergi terlalu tinggi.",3
Setelah letusan berorientasi objek wisata,"Saya mengunjungi sekitar 6 bulan setelah letusan. Penduduk setempat mengkoordinasikan sepeda menyewa jika anda ingin untuk melihat beberapa desa yang rusak dari letusan sekitar 1 km dari tempat parkir, tapi itu semua. Anda tidak bisa pergi terlalu tinggi.",3
Pemandangan yang bagus,"Itu terletak agak jauh dari pusat kota yogyakarta, tapi ini adalah mengambil, dengan pemandangan yang sangat bagus dan mereka menyediakan tur jeep di harga murah juga dan anda dapat menawar harga kadang-kadang",5
Pemandangan yang bagus,"Itu terletak agak jauh dari pusat kota yogyakarta, tapi ini adalah mengambil, dengan pemandangan yang sangat bagus dan mereka menyediakan tur jeep di harga murah juga dan anda dapat menawar harga kadang-kadang",5
Panorama mahal,"Kami pergi ke panorama point.Harga 150,000 untuk panorama adalah ""hanya untuk orang asing"" (apakah anda bercanda?)Kami juga ingin mendapatkan sebuah jip (350,000 Idr) tetapi mereka dianjurkan kita untuk tidak melakukannya karena itu berawan. jadi akhirnya kami harus datang kembali.",2
Panorama mahal,"Kami pergi ke panorama point.Harga 150,000 untuk panorama adalah ""hanya untuk orang asing"" (apakah anda bercanda?)Kami juga ingin mendapatkan sebuah jip (350,000 Idr) tetapi mereka dianjurkan kita untuk tidak melakukannya karena itu berawan. jadi akhirnya kami harus datang kembali.",2
Pengalaman terbaik di indonesia,"Saya bepergian ke indonesia (termasuk bali) untuk 2 minggu dan saya pikir ini adalah yang terbaik! Apa pengalaman yang luar biasa! Mendaki ke kawah rim tidak untuk lemah hati meskipun! Yang ingin mendaki (naik 3000m) yang dimulai di 1am di pagi hari dan hanya setengah kelompok pemandu kami membuatnya ke atas! Tapi untuk jenis petualangan luar &, tempat ini luar biasa! Matahari terbit adalah sepadan dengan usaha! Itu cukup dingin di atas meskipun, jadi saya akan menyarankan mengambil pakaian hangat. Lihat foto jika anda membutuhkan lebih banyak meyakinkan! ",5
Pengalaman terbaik di indonesia,"Saya bepergian ke indonesia (termasuk bali) untuk 2 minggu dan saya pikir ini adalah yang terbaik! Apa pengalaman yang luar biasa! Mendaki ke kawah rim tidak untuk lemah hati meskipun! Yang ingin mendaki (naik 3000m) yang dimulai di 1am di pagi hari dan hanya setengah kelompok pemandu kami membuatnya ke atas! Tapi untuk jenis petualangan luar &, tempat ini luar biasa! Matahari terbit adalah sepadan dengan usaha! Itu cukup dingin di atas meskipun, jadi saya akan menyarankan mengambil pakaian hangat. Lihat foto jika anda membutuhkan lebih banyak meyakinkan! ",5
Seorang petualang dan menarik pengalaman seumur hidup,"Gunung merapi untuk datang, anda harus mendapatkan di sebuah jip untuk menjelajahi daerah karena pengalaman adalah benar-benar salah satu itu baik dan sangat menarik. Perjalanan dengan mobil jeep dapat hanya kurang dari 2 jam karena untuk hampir 3 jam, tergantung pada paket yang anda pilih. Kami pergi untuk tingkat menengah paket yang membawa kami sedikit lebih dari 2 jam untuk menyelesaikan, ini benar-benar layak.Ketika sopir mulai mengemudi di jalan berbatu di gunung, kami berdiri di dalam jeep, itu benar-benar menarik dan benar-benar tampak seperti latar film petualangan, mencoba untuk menghindari pohon dan menyeimbangkan diri dengan memegang ke pagar. Tur berhenti di beberapa daerah untuk menjelajahi, ada mini museum yang memamerkan akibat dari letusan di 2010, tempat yang disebut dengan batu batu alien yang memiliki wajah seperti manusia dan bangker dimana terdapat lubang perlindungan bagi orang-orang untuk bersembunyi selama letusan. Tempat terakhir yang juga di mana anda dapat mendaki bukit untuk menikmati pemandangan gunung, yang kami menghabiskan sebagian besar waktu kami di sana.Ini adalah salah satu momen paling berkesan perjalanan kami karena ini pengalaman seumur hidup adalah benar-benar menyenangkan dan kami benar-benar akan melakukan ini lagi jika ada kesempatan di masa depan.",5
Seorang petualang dan menarik pengalaman seumur hidup,"Gunung merapi untuk datang, anda harus mendapatkan di sebuah jip untuk menjelajahi daerah karena pengalaman adalah benar-benar salah satu itu baik dan sangat menarik. Perjalanan dengan mobil jeep dapat hanya kurang dari 2 jam karena untuk hampir 3 jam, tergantung pada paket yang anda pilih. Kami pergi untuk tingkat menengah paket yang membawa kami sedikit lebih dari 2 jam untuk menyelesaikan, ini benar-benar layak.Ketika sopir mulai mengemudi di jalan berbatu di gunung, kami berdiri di dalam jeep, itu benar-benar menarik dan benar-benar tampak seperti latar film petualangan, mencoba untuk menghindari pohon dan menyeimbangkan diri dengan memegang ke pagar. Tur berhenti di beberapa daerah untuk menjelajahi, ada mini museum yang memamerkan akibat dari letusan di 2010, tempat yang disebut dengan batu batu alien yang memiliki wajah seperti manusia dan bangker dimana terdapat lubang perlindungan bagi orang-orang untuk bersembunyi selama letusan. Tempat terakhir yang juga di mana anda dapat mendaki bukit untuk menikmati pemandangan gunung, yang kami menghabiskan sebagian besar waktu kami di sana.Ini adalah salah satu momen paling berkesan perjalanan kami karena ini pengalaman seumur hidup adalah benar-benar menyenangkan dan kami benar-benar akan melakukan ini lagi jika ada kesempatan di masa depan.",5
Pemandangan yang bagus,Kami pergi untuk melihat ini di pagi hari saat matahari terbitPemandangan yang indah tapi sangat ramai!Saya akan merekomendasikan melakukan hal itu jika anda ingin gambar yang menakjubkan matahari terbit,4
Pemandangan yang bagus,Kami pergi untuk melihat ini di pagi hari saat matahari terbitPemandangan yang indah tapi sangat ramai!Saya akan merekomendasikan melakukan hal itu jika anda ingin gambar yang menakjubkan matahari terbit,4
Sekali dalam seumur hidup,Jeep tour yang akan membawa anda ke tempat di sekitar merapi dan 3 - 4 biaya rp 350k per jeep. Itu adalah pengalaman yang layak karena ini adalah kesempatan langka untuk pergi di gunung berapi yang aktif dan lebih di hotel ini.,5
Sekali dalam seumur hidup,Jeep tour yang akan membawa anda ke tempat di sekitar merapi dan 3 - 4 biaya rp 350k per jeep. Itu adalah pengalaman yang layak karena ini adalah kesempatan langka untuk pergi di gunung berapi yang aktif dan lebih di hotel ini.,5
Hanya pergi untuk perjalanan,"Gunung merapi adalah gunung berapi aktif merupakan tempat yang harus dikunjungi. Tur jeep yang membawa pengunjung ke 3 - 4 lokasi yang telah ditentukan sebelumnya, termasuk museum, tempat untuk melihat dll. Tapi jika anda tidak dengan mobil jeep naik cukup awal... sebelum 8am mengatakan, itu tidak mungkin untuk melihat gunung merapi sebagai awan yang mungkin telah pindah di. Di sekitar gunung padang rumput yang mempesona dan kunjungan di pagi hari adalah suatu keharusan untuk melihat gunung berapi lengkap",3
Hanya pergi untuk perjalanan,"Gunung merapi adalah gunung berapi aktif merupakan tempat yang harus dikunjungi. Tur jeep yang membawa pengunjung ke 3 - 4 lokasi yang telah ditentukan sebelumnya, termasuk museum, tempat untuk melihat dll. Tapi jika anda tidak dengan mobil jeep naik cukup awal... sebelum 8am mengatakan, itu tidak mungkin untuk melihat gunung merapi sebagai awan yang mungkin telah pindah di. Di sekitar gunung padang rumput yang mempesona dan kunjungan di pagi hari adalah suatu keharusan untuk melihat gunung berapi lengkap",3
Bersejarah,"Salah satu gunung yang paling aktif di indonesia... Aku benar-benar menyukai suasana dan alam di sana. Tetapi di atas semua, sejarah tempat ini menarik. Harus pergi ke sana!",5
Bersejarah,"Salah satu gunung yang paling aktif di indonesia... Aku benar-benar menyukai suasana dan alam di sana. Tetapi di atas semua, sejarah tempat ini menarik. Harus pergi ke sana!",5
"Aktif, tapi indah gunung berapi","Gunung merapi adalah sebuah situs web. Ini adalah tempat yang sangat bagus untuk foto. Ketika anda pergi ke merapi. Saya akan merekomendasikan pergi di tur jeep. Jeep wisata tidak sangat mahal, dan mereka membawa anda ke beberapa lokasi dari erupsi 2010 dan mengambil foto selama satu jam tur tempat. Saya sangat merekomendasikan hotel ini.",5
"Aktif, tapi indah gunung berapi","Gunung merapi adalah sebuah situs web. Ini adalah tempat yang sangat bagus untuk foto. Ketika anda pergi ke merapi. Saya akan merekomendasikan pergi di tur jeep. Jeep wisata tidak sangat mahal, dan mereka membawa anda ke beberapa lokasi dari erupsi 2010 dan mengambil foto selama satu jam tur tempat. Saya sangat merekomendasikan hotel ini.",5
Yang Keren,"Bersiaplah untuk mendaki nyata dan tidak tur pendakian yang mudah. Aku terkejut oleh 'masakat' yang sama. Aku diharapkan harga yang normal dan mungkin beberapa iava kami harus memanjat bebatuan, tapi itu cukup lurus ke depan 4,5 h mendaki gunung ini dalam kegelapan total. Untuk orang-orang yang memiliki kondisi normal dan melakukan beberapa olahraga benar-benar baik-baik saja.NAMUN! Benar-benar layak dikunjungi, dan saya akan melakukannya lagi. ",4
Yang Keren,"Bersiaplah untuk mendaki nyata dan tidak tur pendakian yang mudah. Aku terkejut oleh 'masakat' yang sama. Aku diharapkan harga yang normal dan mungkin beberapa iava kami harus memanjat bebatuan, tapi itu cukup lurus ke depan 4,5 h mendaki gunung ini dalam kegelapan total. Untuk orang-orang yang memiliki kondisi normal dan melakukan beberapa olahraga benar-benar baik-baik saja.NAMUN! Benar-benar layak dikunjungi, dan saya akan melakukannya lagi. ",4
