"","judul","rating","review"
"459","Keindahan Gunung Merapi dari puncak gunung merbabu",5,"kali ini saya akan memberi ulasan tentang gunung merapi dilihat dari puncak gunung merbabuketika itu saya melakukan pendakian di gunung merbabu semarang ketika saya sampai di puncak kenteng songo baru saya bisa menyaksikan keindahan gunung merapi sesudah letusan yang lalu dapat dibayangkan pada bagian puncak tersebut menjadi  warna sisi yogyakarta hijau dan magelang putih benar pemandangan yg menakjubkansalam rimba"
"460","Pengalaman off road dengan pemandangan gunung",4,"beberapa aktifitas yang bisa dilakukan di mount merapi adalah off road dengan menggunakan jeep wd motor trail dan melihat sejarah peninggalan akibat letusan merapi off roadnya keren waktu kita pilih yg menggunakan jeep dengan driver pak bambang yang mantep banget bawanya tempat keren seperti ada di wilayah perbatuan dimana gitu overall very interisting "
"461","Suasana di kaki Gunung Merapi paska erupsi Gunung Kelud",3,"walaupun sisa butiran halus bebatuan masih bisa terasa dan juga masih terlihat disekeliling area wisata merapi tetapi hal tsb tidaklah mengurangi jumlah wisman yg berkunjung ke sana sementara para anak muda mendaki lereng merapi dengan jeep sewaan rp per trip pp kami para orangtua ramai berjalan kaki menyisir tepian jalan sekedar cuci mata lihat souvenir kerajinan tangan penduduk setempat dan jajan buah durian rp per butir ukuran sedang yang bisa dinikmati langsung di tempat yang kemudian ternyata cukup legit dan muanis rasanya hanya sayang sarana akomodasi untuk melepaskan lelah rest area  masih belum lengkap dan nyaman tersedia  hanya ada toilet umum sederhana yang lumayan cukup bersih"
"462","Takjub liat sisa erupsi merapi",5,"awalnya kami tidak berencana ke gunung merapi tapi atas saran dari wisatawan lain saat kami nongkrong di angkringan pada malam sebelumnya kami langsung memutuskan untuk kesanaperjalanan kesana sungguh menakjubkan buat kami dari sisa erupsinya debu disana yg masih tebal kami melihat samaai ke bunkernya kami juga ke makam mbah maridjan kami kesana dengan menaiki ojek yg khusus disewakan untuk wisatawan kalau naik kendaraan mobil offroadnya kami tidak bisa menikmati semua fasilitas travelnya"
"463","Coba fieldtrip keatas...dijamin lebih mengasyikkan..",4,"lava tour mountain view ahhh sudah biasa cobalah sejenak meluangkan waktu jalanjalan ke sisi sebelah atas gunung akan tampak pemandangan yang luar biasa megahnya gunung dan hamparan bekas letusan lubang kepundanga akan tergantikan pastinya "
"464","merapi volcano tour",3,"disini mungkin anda yg bener suka pemandangan mungkin disini tempatnya  menikmati keindahan alam dengan menyewa mobil jepp  harga kisaran rp  rp dengan pemadangan gunung merapi sajamengapa gunung merapi saja karena disini semuanya sudah di makan lava jadi tumbuhan mati semua mungkin ada kesini sepertinya berkunjung ke proyek gedung atau proyek besar lainnyabagi ada yang sudah punya anak sebaiknya saran saya jangan kesini dikarenakan debu yg membuat mata pedih dan susah bernapas jika menghisapnya biasanya ada masker juga"
"465","THE BEST MOMENT I EVER HAD",5,"intinya keren suasana yang nyaman banget sejarah tentang meletusnya gunung merapi yang bisa dilihat on the spot ditempatnya makanannya murah cuman asikan jalan kaki jangan naik mobil atau motor"
"466","Pesona merapi Jogja",5,"kawasan wisata merapi merupakan kawasan berlibur dengan kelurga kerabat yang tidak memerlukan biaya besar namun tetap menikmati  keindahan kenyamanan udara yang segar keramahan warga kebersamaan dengan keluarga kerabat selain tiu terdapat monyet monyet yang lucu serta air terjun yang idah meski merapi lalu menyebabkan perubahan tetapi pesonanya tidak pernah berubah "
"467","Lava tour",4,"menikmati keindahan alam merapi dengan menaiki mobil jeep dan ditemani oleh driver yang sudah profesional adalah salah satu wisata yang menarik mulai dari menikmati udara segar di kawasan merapimelihatlihat peninggalan dan dokumentasi proses meledaknya gunung merapi menjadikan kita mensyukuri akan apa yang telah kita miliki bagi para petualang kalian akan dimanjakan oleh off road di tanah merapi yang tiada duanya"
"468","melihat dahsyatnya kekuatan gunung",4,"dahsyatnya letusan gunung merapi tidak dapat diragukan lagi kita bisa merasakan hasil letusan itu saat berada di kawasan kaliurang disini ada wisata gunung merapi dimana penduduk setepmat menyewakan jeep agar kita bisa berkeliling gunung merapi melewati setipa gundukan pasir sambil melihat sisasisa kedahsyatan kekuatan merapi"
"469","Merapi misterius tak pernah ingkar janji",5,"gunung merapi terletak di desa umbul harjo kali adem yogyakarta jika kita lagi beruntung kita bisa melihat gunung merapi secara utuh di thn  merapi erupsi yang memakan korban  orang termasuk juru kunci sesepuh gunung merapiuntuk menuju area erupsi kita harus rent jeef  comunity dengan menyeberangi kali jalan berbatu dan melewati tambang pasir panas di area erupsi kita akan menemui batu besar material muntahan dari gunung merapi dan bunker yang menewaskan orang relawan sungguh menakjubkan pemandangan diarea  km dari puncak merapi pokonya puas jika cuacanya cerah untuk rent jeef durasi  jam  wow amazing"
"470","Lava Tour Merapi",4,"setiap berlibur ke jogja saya selalu menyempatkan diri berkunjung ke merapi awal februari kemarin saya melakukan lava tour dengan menggunakan jasa penyewaan jeep yang banyak tersedia disana kunjungan sebelumnya menggunakan ojek rbojek dan hanya sampai ke bekas rumah mbah maridjan selain ojek dan jeep ada jasa motor trail rbmotor trail bisa dikendarai sendirisatu jeep dikenakan biaya rb muatan kirakira maksimal  orang tidak termasuk supir jeep track yang dilewati sangat sukar berbatu dan terjal kita akan sangat terlonjaklonjak dalam jeep tersebut durasi tour sekitar  jam dan saya sangat puas dengan menggunakan jeep karena saya merasa jeep membawa tour ke wilayaharea yang benarbenar diluar jangkauan kendaraan lainkami dibawa ke dasar kali gendol kalo nggak salah yang sekarang menjadi tambang pasir sungai tersebut penuh berisi materialmaterial merapi yang berupa batubatu besar pemandangan sangat menakjubkan lalu kami dibawa ke atas melewati bekasbekas pemukiman warga yang sudah menjadi hutan lalu mengunjungi bunker penyelamat saat itu benarbenar berada di kaki gunung merapi sayangnya hari itu sangat berawan sehingga puncak merapi tertutup awan tebaldi merapi banyak penduduk yang membuka usaha warung atau jasa jeep ojek motor dll sangat tepat bagi kita jika berniat untuk membagi rezeki kepada korbankorban merapi tersebut"
"471","Gunung Merapi dan keindahannya",4,"jika kita berkunjung ke yogyakarta sempatkanlah berkunjung ke gunung berapi yang terkenal kekuatannya saat beberapa waktu lalu menunjukkan keperkasaannya di sini ada sebuah bangunan vulcanologi yang di sebut ketep pass disana kita bisa melihat museum sejarah tentang gunung berapi meneropong dan melihat pemutaran film tentang gunung merapi keindahan alam disekitarnya pasti dapat membuat kita dapat melupakan sejenak rutinitas harian kita namun jika anda berharap dapat menginap disekitar tempat ini masih sangat sulit untuk mencari hotel penginapan yang baik"
"472","Menarik dan Menakjubkan .",3,"bagus dan begitu menakjubkan namun alangkah baiknya jika di beri pemandu langsung  karna saya banyak kebingungan waktu memasuki kawasan merapi "
"473","Lava Tour - Memahami letusan merapi dari sisi lain",4,"musibah selalu mendatangkan rasa pilu bagi orangorang yang mengalaminya tak terkecuali letusan gunung merapi  lalu kita semua memang tidak mengalami secara langsung tp melalui pemberitaan di tv dan korankoran kirakira kita tau lah bagaimana penderitaan warga yang terkena imbas letusan merapi pada desember  lalu saya sekeluarga berencana untuk main ke jogja keluarga kami berasal dari semarang jadi main ke jogja adalah seperti tujuan wisata default jika tidak tahu harus kemana di musim liburan objekobjek wisata di jogja dan sekitarnyanya pun seolaholah sudah terlalu bosan untuk dikunjungi disaat bingung spt itu saya mendengar kabar kalau bekas desadesa yang terkena letusan merapi saat ini sudah bisa dikunjungi malah dijadikan tempat wisata unik karena untuk menikmatinya kita harus menyewa kendaraan khusus jip atau motor trailberbekal tanyatanya orang di sepanjang perjalanan kami sekeluarga memutuskan untuk masuk jogja lewat daerah kali urang di sepanjang perjalanan pun kami tanya penduduk sekitar tentang lokasi wisata bekas letusan merapi tsb ada  jalur yang bisa digunakan pertama lewat museum gunung merapi kedua lewat kaliadem dan ketiga lewat kali urang nya sendiri akhirnya kami memilih jalur melalui kali ademdi kaliadem ternyata sudah banyak wisatawan lain kerena kami sampai sana sekitar jam  akibatnya kami harus antri dengan yang lain untuk menyewa jip biaya yang dikenakan adalah rb untuk rute paling pendek  untuk rute menengah dan rb untuk rute paling jauh karena sudah siang dan membawa anak kecil maka rute paling pendek yang kami pilih  mobil biasanya diisi max  orangsetelah mendapatkan mobil sewaan kami pun dibawa sang sopir mulai melakukan penjelajahan sepanjang perjalanan kami dapat membayangkan bagaimana dashyatnya letusan merapi tahun  lalu banyak rumah yang rata dengan tanah padahal menurut sang sopir disitu dulu adalah perkampungan ada juga bekas aliran sungai yang sekarang justru menjadi lautan pasir beruntung kami mendapat sopir yang ramah dan mau bercerita panjang lebar mengenai keadaan sebelum letusan dan keadaan saat ini cuaca yang panas dan berdebu seolaholah dibayar lunas oleh pemandangan sepanjang perjalanandengan harga rb rasanya pengalaman yang didapat tidak bisa didapatkan ditempat lain sekedar saran lebih baik datang lebih pagi selain belum ramai udaranya jg belum begitu berdebu dan katanya ada yang paket sunrise rasanya layak dicoba"
"474","Volcano Tour  - memandang kebijaksanaan Tuhan akan alam semesta",3,"tanggal  desember  yang lalu bersama keluarga saya menyempatkan diri untuk mengikuti touring di bekas erupsi gunung merapididukung dengan alam yang sejuk touring dimulai dari area cangkringan menuju kinahrejo  salah satu desa yang terkena erupsi volocano touring tersebut ada  jenis yang ditawarkan jarak dekat sedang dan jauh karena anak saya masih bersusia  tahuin maka saya mengambil jarak dekat dengan estimasi perjalanan  menitberbeda dengan touring di bromo jeep yang digunakan adalah jenis jeep kecil karena medannya memang berbeda dimana jalan yang dilalui kecil berbatu sehingga benar jika mengunakan jeep kecil maksimal  orang tersebutjalan pertama adalah jalan bekas sungai opak yang saat erupsi menjadi sungai yang dilalui lahar dinginselepas itu masuk ke satu rumah yang dijadikan sebagai rumah kenangan di rumah tersbut ada jam dinding yang berhenti berdetak tepat saat eruspi terjadi pada pulul  wibpeninggalan lain antara lain hewan ternak sapi yang tinggal belulalng perlatanan radio compo cd baju baju yang masih menggantung di jemuran sepeda motor sepeda angina gelas teko sendok dan lain lainsuasana di rumah kenangan tersebut meningggalkan kepedihanselepas dari rumah kenangan perjalanan dilanjutkan ke bekas bunkersepanjang perjalanan nampak rumah rumah yang roboh hangus luluh lantakm berpadu dengan lautan pasir dan pemandanghan alam dengan tunas tunas pepohonan menghijau saya melihat semua itu sebagai kebijaksanaan tuhan ada saatnya habis binasa tetapi selalu ada pengharapan baru rejeki baru yang diberikan oleh tuhan bagi kita manusiaperjalanan ini sarat refleksi diribekas bunker nampak redup di sore hari itu saya menyempatkan diri masuk melalui  pintu di sisi kanan adalah bekas kamar mandi sedang di sisi kiri adalah ruang kecil tempat logistic di tengah adalah hall dengan beberapa lampu gantungsejatinya bunker ini sangat ideal untuk shelter saat bencana terjadi namun rupanya erupsi kedua di tahun  bunker ini tak lagi mampu menahanbunker ini memang akan tahan untuk berlari saat awan panas lewat namun bunker tak tahan untuk luapan material erupsi saat erupsi pertama di tahun  hanya awan panas yang lewat dan sedikit material menumpuk di luar bunker masih aman tapi saat erupsi kedua rupanya merapi memuntahkan material yang banyak sehingga material panas tersebut masuk mendesak masuk ke ruangan tengah bunker sehingga tidak heran ada  relawan yang diketemukan meninggal disitiu satu ditemukan di ruamg kamar mandi satu dipintu pertamaperhentian berikutnya adalah bonus semata yakni batu besar yang jika difoto akan menghasilkan raut muka disebut faces of aliensperjalanan ini membutuhkan stamina yang cukup karena penuh dengan hentakan bebatuan jangan lupa membawa masker penutup debu kacamata dan topi serta air minumbiaya untuk perjalanan dekat sebesar rp maksimal  penumpang"
"475","Tur Lava",4,"spektakuler sebaiknya pagi hari sebelum jam  panas gunung merapa sangat menyengat  jika mempunyai cidera pinggangm sebaiknya tidak ikut tour ini jalan menyusuri gunung merapi benarbenar menantang"
"476","Off Road di Merapi",4,"menikmati view gunung merapi dengan nuansa yang berbeda seruperjalanan off road dengan jeep terbuka waktu tempuh sekitar  jam bisa disewa dari pos dimulai dengan kunjungan ke rumah kediaman warga yang terkena lahar merapi disini kita bisa melihat barangbarang seperti sepeda motortelevisimonitor komputer yang hangus terkena terjangan lahar panas perjalanan dilanjutkan ke tepi aliran kali adem yang sudah kering dipenuhi dengan batubatu besar dari letusan merapi sungguh pengalaman yang luarbiasa lalu dilanjutkan mengunjungi bunker tempat persembunyian mbah marijan ditengah perjalanan kita juga bisa melihat rumah kediaman mbah marijan tiba di puncak gunung merapi sungguh luar biasa indah pemandangannya sangat cocok untuk hunting foto waktu perjalanan yang cukup panjang dan melelahkan terbayar dengan view luar biasa indah yang disajikan dari puncak merapi"
"477","Gunung Merapi - Yogyakarta",3,"benarbenar jadi petualang sejati klo kemarikamukamu harus pada nyobain naik trail ato jeepnyantar pada bisa kelilingkelilingtapi ya ada batas waktunya jugatapi emank berasa lelaki sejati deh klo naik trail sendiriankayak wonder women gituwkwkwkwkwk"
"478","Awesome",4,"perjalanan yg harus ditempuh menuju goa jepang ini sekitar  menit dari gerbang masuknya kita harus berjalan kaki menaiki anak tangga dengan pemandagan alami disekelilingnyarasa letih akan hilang jika kita sudah sampai di lokasi"
"479","Tempat yang menakjubkan",5,"lokasi gunung merapi ada di gunung kidul jika pergi ke tempat ini jgn lupa utk menyewa jeep utk wisata ke daerah puncak harga sewa  jeep idr  dan bisa muat utk org orgnya berbadan sedang jika orgnya ukuran besar hanya cukup  org saja saat naik kita akan diberi masker dianjurkan utk memakai jaket topipasmina utk menutup kepala dan kacamata karena lokasinya sangat berdebu dan berbatu sisa lava gunung merapi dan disiru banyak truk yang mengangkut hasil tambang batu dan pasir jika tidak memakai penutup kepala rambut akan kotor dan menjadi kaku karena terkena debu pasir sisa vulkanik kita akan melihat pemandangan sungai lahar dingin yang sekarang sudah kering dan menjadi daerah bebatuan lokasi menanjak dan medannya seperti off road disana disediakan pilihan paket wisata ada yang menggunakan jeep ada yang motor off road kita akan diajak ke lokasi museum sisa merapi lokasi yang masih mengeluarkan gas panas bekas merapi banker yang menelan korban  org sukarelawan yang terjebak di dlmnya dan batu alien batu besar yang menyerupai wajah alien dapat terlihat jika kita foto batu itu durasi waktu yang diperlukan jam"
"480","Lava Tour dan Motor Trail",5,"mengunjungi merapi perlu mencoba wisata petualangan yang sangat menyenangkan dengan menyewa jip milik penduduk setempat dengan harga yang cukup murah mengendarai jip tuaantik dengan didampingi pengemudi yang merangkap pemandu wisata akan sangat menyenangkan terlebih saat melintasi medan offroad berupa sungai aliran lava yang menantang adrenalin namun cukup aman selain mengendari jip juga dapat menyewa motor trail dengan harga yang murah untuk mengunjungi desa tertinggi di lereng merapi yang menjadi korban letusan gunung merapi"
"481","Wisata di Gunung Merapi pasca ""Wodus Gembel""",4,"alam gunung merapi yang permai menjadi porak poranda setelah diterjang awan panas wodus gembel dari kawah gunung merapi tersebut tapi bagaimanpun kita masih bisa menyakskan keelokan alam gunung merapi tersebut walaupun disana sini masih tersisa pemandangan kegersangan terjangan awan panas wodus gembel tersebut dalam perjalanan ke puncak merapi ini kita masih menyaksikan keramahan penduduk lokal yang masih bertahan di lokasi bencana tersebut panorama indah masih banyak memberikan nuansa mistis kepada pengunjungnya dipinggang merapi kita bisa mendapatkan petilasan mbah marijan juru kuncen gunung merapi yang bertahan sampai akhir hayatnya untuk mencapai bibir kawah merapi belum diizinkan oleh petugas karena alamnya belum memungkin untuk didaki sampai ke puncak merapi tersebut keindahan gunung merapi mulai menggeliat dsengan tumbuhnya kembali pepohonan yang layu kepanasan tersebut disana kita dapat mengunjungi museum sisa barangbarang yang berobah bentuk akibat terjangan awan panas tersebut saran untuk anda yang akan berkunjung kesana diharapkan membawa uang lebih untuk membeli beberapa kenangan hasil karya penduduk lokal disana agar ekonomi mereka bangkit kembali"
"482","Kearifan alam",5,"merapi  selain membahayakan sekaligus juga memberi manfaat kepada banyak orang disaat merapi bergolak tak ada satu orangpun yang berani menantangnya tetapi pada saat tenang banyak orang ingin mengunjunginya  melihat keindahannya merasakan kedamaiannya dan juga memanfaatkan lavanya  subhanallah "
"483","Puncak merapi indah sayang gundul",5,"saat sore hari dari menara di kaliurangnampak jelas puncak merapi yang tenangindahdahsyattapi menakutkan karena tidak ada pohon penuh pasir mungkin bekas letusan bila hujan di puncakpasti pasir ini turun mengalir masuk sungai dan masuk ke daratan yang rendah memenuhi sungai dan akan membahayakan walau menjadi berkah bagi pedagang pasir selamat menonton puncak merapi"
"484","megah",5,"di jogjakarta terdapat salah satu pemandangan yang sangat indah di jogja utara merpai namanya kita tahu gunung berapi ini mengeluarkan abu vulkanik bebrapa waktu yang lalu"
"485","gunung terindah",4,"banyak pengalaman di gunung ini suka dan dukamasih teringat setelah gunung ini meletus menjadi tempat bersejarahnegatifnya adalah sangat minim sekali perawatan"
"486","efek erupsi merapi",4,"berdasarkan pengamatan balai penyelidikan dan pengembangan teknologi kegunungapian bpptk yogyakarta hingga saat ini endapan material vulkanik sisa erupsi gunung merapi  lalu masih sebanyak  juta meter kubikendapan material vulkanik ini berpotensi menjadi banjir lahar dingin ke wilayah hulu jika hujan deras mengguyur puncak gunung tersebut endapan material vulkanik ini sebagian besar menumpuk di lereng sisi selatan dan barat gunung merapi terang kepala bpptk yogyakarta subandriyo selasa jika terjadi banjir lahar dingin material vulkanik berupa pasir dan batubatu besar itu akan meluncur ke wilayah yogyakarta selatan dan magelang baratuntuk meminimalisir terjadinya banjir lahar dingin tersebut kata dia badan nasional penanggulangan bencana bnpb bekerjasama dengan badan pengkajian dan penerapan teknologi bppt telah memasang  alat pengalih hujan ground particle generatorgpg di lerang merapi sebelah selatanmenurutnya ada dua jenis alat yang dipasang masingmasing berfungsi menghambat pembentukan awan dan mempercepat turunnya hujan lima alat itu rencananya akan dioperasikan hingga  maret mendatanglokasi pemasangan alat tersebut ada di lima lokasi yaitu di kali kuning turgo gedung olah raga di kaliurang perempatan telaga nirmolo"
"487","Hiking",5,"berada di puncak merapi merupakan hal yang paling menariktidak perlu berada di atas awan melalui pesawatnamun dengan usaha dan jerih payah berjalan menuju puncak kita bakal merasakan berada di atas awan dan menyentuh awan dengan bebas"
"488","melihat keajaiban Tuhan dalam sebuah pemandangan",4,"ketika saya baru datang di parkiran merapi saya sudah disuguhi pemandangan yang benar menakjubkan keadaan yang saya tidak sangka sebelumnya semua serba putih dan yang ada hanya puing rumah warga yang tersapu awan panas saya berjalan mendaki menuju tempat yang diberitakan sebagai rumah dari juru kunci merapidan semua sudah hampir kembali seperti semula beberapa rumah warga sudah dibangun dan pemandangan yang terlihat sangat menajubkanjika saya bisa datang saya akan kembali lagi"
"489","Wisata Gurun",4,"setelah meletus justru area di sekitar gunung merapi menjadi tempat yang sangat menarik untuk didatangi hamparan pasir menjadikan sebuah destinasi wisata gurun yang menakjubkan"
"490","Merapi Tak Pernah Ingkar Janji. . .",5,"tampak sign jalur evakuasi di manamana saya heran mengapa para penduduk di sekitar lereng merapi tak pernah berkeinginan untuk meninggalkan merapi meskipun berkalikali erupsi cukup menyusahkan dan meninggalkan kerugian yang tidak sedikit bisa jadi mereka tak pernah ragu bahwa setelah merapi erupsi dia akan meninggalkan kesuburan dan rezeki yang luar biasa sehingga bisa dimanfaatkan untuk menyambung hidup  pascaerupsi th  pun terbukti mendatangkan berkah tanah yang makin subur dan kaliadem yang menarik kunjungan wisatawan untuk menyaksikan keindahan merapi yang tak pernah pudartiap kali ke jogja saya tidak pernah menghapus daftar tujuan ke merapi untuk dikunjungi merapi dan jogjakarta adalah bagian tak terpisahkan"
"491","Gunung yang indah",4,"mungkin merapi dilihat dari yogyakarta adalah yang paling indah selala perjalanan di bulan desember ini terlalu sering hujan sehingga merapi hanya bisa dilihat pagi hari"
"492","Kekuatan Merapi",4,"saya kagum dengan merapi setelah melihat masyarakat yang hidup di lereng merapi tetap bersikeras untuk tinggal disana walaupun bahaya mengancam dengan alasan gunung merapi adalah bagian hidup yang harus mereka terima walaupun saat ini kegiatan pariwisata disana belum terkelola dengan baik tapi gunung merapi salah satu gunung yang harus dilihat"
"493","Keagungan Yang Maha Kuasa",5,"tempatnya indah mengingatkan kita akan keagungan sang pencipta tetapi sayangnya belum dikelola secara baik"
"494","Kesasar",5,"sebagai seorang lelaki jantan dan hobbi naik gunung merapi merupakan tantangan sempurna buat pemula namun saya dan beberapa teman malah memilih mendaki merapi menjadi tidak prioritas setelah menaklukan merbabu lawu kami berinisiatif untuk mendaki merapi dengan membawa beberapa pemula dan kejadian itupun terjadi hari malam kesasar dan akhirnya terselamatkan setelah berhasil mencapai desa warga terdekat dengan kondisi hampir kehabisan energi salah satu dari kami berenam mengalami patah tangan karena jatuh dari tebing"
"495","Merapi, Gunung yang Mulia",5,"the epic story of itself saat anda melihat gunung ini ada rasa penasaran yang membuat hasrat anda untuk menapaki gunung ini ditambah pula dengan panorama alamnya yang sangat menakjubkan serta ceritacerita rakyat tentang misterinya gunung ini sepuluh jempol buat jogjakarta"
"496","Gagah mempesona",5,"setiap kali saya ke jogja menginap di mana pun saya selalu minta kamar yang menghadap gunung merapikalau pun tidak menginap saya selalu menyempatkan memandangi gunung merapi setiap ke jogja bagi saya selain karena gagah anggun serta karena keindahannya merapi adalah anugerah bagi jogja merapi memberi banyak sumber penghidupan bagi masyarakat jogja dan sekitarnyaalhamdulillah di kunjungan saya ke jogja bulan agustus kemaren saya berkesempatan mengunjungi bekas erupsi yang luar biasa kita bisa menyewa mobil jeep untuk melintas di lautan pasir dan baru bekas erupsi merapi serta memandangi puncak merapi dengan lebih dekat sungguh pengalaman yang tak terlupakan"
"497","jatuh hati sejak pertama melihatnya",5,"pertama lihat merapi tahun  ketika liburan smp datang lagi  sebagai mahasiswa dan tinggal di bawah kakinya tidak pernah tidak indah memandangnya sekalipun tengah muntahkan laharnya"
"498","Volcano",3,"tidak banyak yg bisa diliat kecuali sisa kehancuran letusan tahun   sewa motor  rb"
"499","Berani Naik ke Puncak Merapi?",4,"pada waktu masih berstatus sebagai mahasiswa saya pernah beberapa kali sampai di puncak merapi dan menemukan pemandangan yang indah dalam kaitannya dengan segi ilmiah baik sosial maupun sains sekarang ini memang ada larangan untuk naik kesana kecuali dengan alasan khusus dan pertimbangan yang matang"
"500","kenangan",5,"gunung merapi ini menyimpan berjuta misterisehingga membuat saya  merasa tempat ini mempunyai daya tarik yang sangat luar biasa hebat semoga setelah meletusnya gunung berapi tahun lalu dapat memperbaiki keadaan tempat yang sempat rusak terkena lahar dingin"
"501","eksotik merapi",3,"menawarkan dingin nyaudara pegunungan serta indah nya panorama alam hamparan sawah yang hijau ya cukup bagus lah buat di kunjungi masalhnya begitu byk pos retribusi di sepanjang jalan emang ini usaha wisata yang money oriented serta banyak sampah pada kampungan semuanya buang sampah sembarangan"
"502","dari hotel dan langung",5,"untuk merapi saya menikmati secara langsung dan tidak langsung secara langsung dengan mengunjungi titik ternyaman yang terdekat dan secara tidak langsung dari hotel sheraton yang memiliki view volcano"
"503","Mbah MARIDJAN",5,"gunung yang sangat luar biasa"
"504","Jatuh Cinta Pada Gunung Merapi",4,"hari itu saya dan gabungan antara penghuni kos dan temanteman risma masjid ambargama melakukan perjalanan yang tujuannya ke daerah cangkringan gunung merapi awalnya saya tidak suka dengan perjalanan ini yang sangat melelahkan dan menjengkelakan dikarenakan jalannya yang naik turun berkelokkelok yang kadang membuat saya takut akan kendaraan yang saya naiki namun semuanya itu terhapuskan dan hilang seketika setelah melihat fenomena keindahan gunung merapi dari dekat pokoknya tidak menyesal kalau kita memilih liburan kesana setelah itu kami tidak lupa mampir ke juru kunci kita mbah marijan alm kami disana disambut dengan hangat tapi satu beliau tidak mau bila temanteman mengambil foto beliau tidak tahu mengapa alasanya yang penting kita udah ketemu sang juru kunci ini yang sangat fenomenal dengan kerendahan hatinya menunjukkan kepribadiannya yang luhur"
"505","Keren bangeettt",5,"harus datang kesini asli keren banget sudah aktif kembali sesudah pasca gunung meletus kemarin pemandangan disekitarnya juga masih rata dengan abu kalau untuk foto keren banget"
"506","gunung ter aktif didunia",5," walaupun gunung ini sering meletus tiap  taunan tetapi pemandangan di sekitar lereng gunung ini benar sangat menarik kita banyak jumpai penginapan disekitar lerengnya  ada beberapa ruas jalan yg agak rusak setelah letusan terakhir tetapi tidak benar menggangu perjalanan kita"
"507","merapi",5,"kerenn saya suka udaranya yang sejuk  kalo lg liburan di merapi rasanya pengen di sana terus ga pengen pulang abis udaranya itu lho sejuk banget serasa di puncak gt dehh "
"508","Perasaan campur aduk",2,"kami menyukai gunung berapi dan gunung sehingga ingin melihat dan berjalan di merapi karena cuaca berawan kami tidak bisa melihat gunung berapi nasib buruk bagi kami tetapi ini adalah alam kami pergi ke museum dan itu adalah kunjungan yang baik hampir semuanya diterjemahkan dalam bahasa inggris kami juga mengambil tur lava singkat dengan jeep   ini harus dihindari tidak ada bunga ini memalukan bagi lingkungan dan tidak berguna anda dapat pergi dan melihat museum kecil desa yang hancur setelah letusan  dengan mobil biasa atau berjalan kaki batu asing hanyalah sebuah batu    dan bunker adalah bunker semen"
"509","Gunung Jogja, Ikon",3,"saya pikir itu adalah tidak benarbenar khusus jika anda hanya mencari beberapa petualangan ini adalah  atau  tahun sudah sejak gunung berapi jadi sudah seperti gunung hijau yang umum jika anda mencari untuk sejarah tragedi ini adalah benarbenar direkomendasikan jangan lupa untuk menyewa jeep tur ke kaliadem dan basah benarbenar menyegarkan"
"510","Matahari terbit yang indah",5,"perjalanan terbaik yang kami telah pernah dilakukan kami tidak berarti pendaki tapi dalam bentuk fisik yang baik  saya tidak akan menyarankan mencoba pendakian jika anda tidak digunakan untuk latihan fisik yang sulit karena jalan sangat curam sepatu yang baik dan harus ada mantel hangat ada beberapa lahan  lumpur semen pasir dan batu"
"511","Ide gila tapi pengalaman yang tak ternilai",5,"teman saya dan saya memutuskan untuk mendaki gunung yeap memulai perjalanan sekitar pukul  pagi waktu setempat ada  orang jadi kami memiliki total  orang dengan    panduan malam dingin dan gunung ini tidak memiliki belas kasihan  jalan setapak menuju titik awal normal jalan trotoar ini telah menjadi upslope dan itu semua cara hahaha  panduan mengatakan kepada kami bahwa ini adalah sekitar  derajat lereng hampir semua jalan upslope membayangkan berjalan di dingin ada beberapa tempat di mana terdapat jalur lurus tetapi tidak untuk waktu yang lama hahaha  pendakian dengan penerangan total    lubang berhenti perjalanan naik seharusnya untuk membawa kami sekitar    jam tapi tentu saja saya mengambil lebih lama hahaha  penting untuk dicatat  disarankan memakai sepatu mendaki yang baik karena batu batu kecillonggar  mengenakan pakaian yang lebih tebal atau bawa jaket atau jaket itu akan menjadi dingin sarung tangan opsional  cukup menantang mendaki untuk pemula jadi persiapkan fisik yang sesuai  membawa sesedikit yang anda dapat jangan lupa membawa air minum dan makanan ringan manis untuk energi semua itu sangat berbatu sampai pemberhentian terakhir sebelum puncak kami harus berangkat menuju lereng pasir menyenangkan ketika anda turun meskipun sebelum kita mencapai titik dengan batu besar dan melakukan beberapa tebing ketika anda pikir anda hampir sampai ke ujung ada beberapa bebatuan hahaha  tapi matahari terbit adalah sesuatu yang anda harus melihat untuk diri anda sendiri kami beruntung karena menurut pemandu karena tidak seperti berawan dan berkabut di hari sebelumnya ketika anda mencapai puncak anda dapat melihat kawah dengan gas belerang untungnya tidak terlalu bau mengambil banyak gambar seperti yang anda butuhkan untuk turun secara cepat     jam dan anda akan mendapatkan untuk melihat rute yang anda pergi melalui untuk sampai ke puncak panduan saya terus bertanya jika kami benarbenar melakukan pergi melalui rute tersebut hahaha  masih sangat berbatu dan lebih menantang karena ke bawah di lereng  derajat celcius mereka benarbenar dapat membuat anda kecil bebatuan dan tanah yang tidak stabil di bokong anda sekarang dan kemudian akan ada sebuah toko kecil di ujung titik untuk beristirahat dan mengisi ulang energi anda saya pikir kami akan melewati tapi sayangnya tidak ada museum merapi jika anda bisa saya akan mengatakan pergi untuk berjalan bukannya tur jeep   dan menikmati semua yang terbaik"
